eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps,test_eplenmean,test_eprewmean
82.55,0.3499999940395355,83.15,-0.8999999761581421,986.0,0.00941051822155714,0.126220703125,2.5120491981506348,-0.019405841827392578,0.0843285545706749,0.49163252115249634,33.0,8448.0,552.8736562060003,540672.0,80.24,-1.0299999713897705
89.62,0.5099999904632568,77.06,-0.9800000190734863,985.0,0.009871170856058598,0.1346842497587204,2.51658034324646,-0.018549742177128792,0.07684417068958282,0.492073655128479,34.0,8704.0,569.5387673860005,557056.0,79.56,-1.0199999809265137
80.47,0.09000000357627869,76.14,-0.5,986.0,0.011040295474231243,0.14923095703125,2.507174253463745,-0.018713559955358505,0.08060991019010544,0.5686131715774536,35.0,8960.0,586.1877815579992,573440.0,80.91,-1.1399999856948853
86.65,0.25,80.42,-0.8999999761581421,986.0,0.011783207766711712,0.1633707731962204,2.491640329360962,-0.019461944699287415,0.0878395140171051,0.5859624445438385,36.0,9216.0,602.8429869659994,589824.0,86.05,-1.0499999523162842
81.24,0.3199999928474426,79.49,-0.7099999785423279,995.0,0.01151847094297409,0.1570637971162796,2.4872610569000244,-0.021009525284171104,0.09147701412439346,0.5637003183364868,37.0,9472.0,619.3503124950003,606208.0,77.37,-0.7200000286102295
82.4,0.550000011920929,79.68,-0.3400000035762787,989.0,0.010550358332693577,0.1449178010225296,2.4869205951690674,-0.020479951053857803,0.08573776483535767,0.5526752471923828,38.0,9728.0,635.9419604230006,622592.0,73.82,-0.7300000190734863
87.35,0.25,81.96,-1.1799999475479126,984.0,0.011497911997139454,0.1590372771024704,2.460103750228882,-0.019498996436595917,0.09499865770339966,0.5696899890899658,39.0,9984.0,652.6161807000008,638976.0,84.55,-0.7300000190734863
87.32,0.6000000238418579,82.33,-1.4500000476837158,991.0,0.010877112857997417,0.1478068083524704,2.4734857082366943,-0.021753476932644844,0.07879378646612167,0.6341610848903656,40.0,10240.0,669.1770148680007,655360.0,79.14,-0.7599999904632568
83.1,0.3499999940395355,78.94,-1.0099999904632568,986.0,0.012293246574699879,0.1716715544462204,2.4446322917938232,-0.02097599022090435,0.10148120671510696,0.5087835788726807,41.0,10496.0,685.8448793360003,671744.0,80.89,-1.149999976158142
81.36,0.75,80.55,-0.8399999737739563,992.0,0.012271876446902752,0.1628011018037796,2.4667797088623047,-0.022759398445487022,0.08051886409521103,0.5491281747817993,42.0,10752.0,702.3858727040006,688128.0,79.54,-1.0199999809265137
82.14,0.5899999737739563,83.56,-0.6700000166893005,989.0,0.013098620809614658,0.1706339567899704,2.4649205207824707,-0.019543081521987915,0.08995381742715836,0.48957574367523193,43.0,11008.0,718.9928266820007,704512.0,83.75,-1.1299999952316284
