eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps,test_eplenmean,test_eprewmean
85.24,-2.7899999618530273,87.27,-1.9199999570846558,645.0,0.00016553036402910948,0.0,2.7078895568847656,-0.00043950145482085645,0.3710670471191406,-0.014165043830871582,1.0,256.0,25.396391661999928,16384.0,88.24,-2.4800000190734863
87.09,-2.690000057220459,82.63,-2.3299999237060547,1014.0,6.814649532316253e-05,0.0,2.7076222896575928,-0.00023230718215927482,0.18312840163707733,0.028409123420715332,2.0,512.0,41.639957193999976,32768.0,84.32,-2.2799999713897705
85.79,-2.2799999713897705,82.07,-2.430000066757202,1047.0,0.0003220137150492519,0.0,2.7067995071411133,-0.000752545369323343,0.18165485560894012,0.01647549867630005,3.0,768.0,57.314835612000024,49152.0,80.57,-2.2100000381469727
87.31,-2.259999990463257,83.07,-2.7300000190734863,1035.0,0.0009530617389827967,4.069010537932627e-05,2.7033135890960693,-0.0009126121294684708,0.1871768832206726,0.03021693229675293,4.0,1024.0,73.17978939800003,65536.0,88.04,-2.049999952316284
88.03,-2.549999952316284,80.73,-2.1600000858306885,1021.0,0.0025239295791834593,0.0111083984375,2.693613290786743,-0.0014086266746744514,0.20081616938114166,0.03558945655822754,5.0,1280.0,89.25965501799999,81920.0,87.42,-2.890000104904175
87.24,-1.899999976158142,87.41,-2.319999933242798,1034.0,0.0024538154248148203,0.00958251953125,2.686635732650757,-0.002380541292950511,0.19300462305545807,0.049185752868652344,6.0,1536.0,105.14266626300002,98304.0,88.5,-2.109999895095825
96.38,-2.130000114440918,85.3,-2.680000066757202,1020.0,0.0035854466259479523,0.011433918960392475,2.668168067932129,-0.0015761079266667366,0.17723624408245087,0.10648238658905029,7.0,1792.0,121.23562759499998,114688.0,80.87,-2.3299999237060547
93.63,-2.440000057220459,81.83,-2.359999895095825,1029.0,0.0037379416171461344,0.01881917379796505,2.655191659927368,-0.0026688629295676947,0.18691492080688477,0.17438822984695435,8.0,2048.0,137.18664462899994,131072.0,82.6,-2.5299999713897705
86.88,-1.899999976158142,84.87,-2.490000009536743,1028.0,0.004101015627384186,0.025146484375,2.6379659175872803,-0.003379336791113019,0.17380189895629883,0.25519073009490967,9.0,2304.0,153.15172012199992,147456.0,82.22,-1.940000057220459
88.33,-1.9299999475479126,82.79,-2.640000104904175,1029.0,0.0037815989926457405,0.02626546286046505,2.6452815532684326,-0.003924181219190359,0.16508345305919647,0.2271372675895691,10.0,2560.0,169.10502813999994,163840.0,90.97,-2.190000057220459
84.14,-1.600000023841858,86.01,-2.5799999237060547,1025.0,0.003167528659105301,0.02254231832921505,2.649524450302124,-0.0034931630361825228,0.16154438257217407,0.24372166395187378,11.0,2816.0,185.120092001,180224.0,86.71,-1.9700000286102295
92.26,-2.450000047683716,80.16,-2.059999942779541,1028.0,0.0020613630767911673,0.011250813491642475,2.6458733081817627,-0.003566161496564746,0.17574052512645721,0.29474252462387085,12.0,3072.0,201.09577644299998,196608.0,80.73,-1.7300000190734863
88.96,-1.909999966621399,82.37,-2.190000057220459,1016.0,0.0032958711963146925,0.02213541604578495,2.6465587615966797,-0.004507540725171566,0.1560993641614914,0.3136023283004761,13.0,3328.0,217.251823211,212992.0,85.79,-2.119999885559082
87.75,-2.4200000762939453,83.95,-1.590000033378601,1023.0,0.004333507735282183,0.0393269844353199,2.627732038497925,-0.006155926734209061,0.17798590660095215,0.3369799852371216,14.0,3584.0,233.29207362900001,229376.0,80.93,-1.9299999475479126
86.23,-1.7699999809265137,83.98,-1.3200000524520874,1022.0,0.003515229793265462,0.0277099609375,2.621253252029419,-0.006102466955780983,0.14876244962215424,0.4079769253730774,15.0,3840.0,249.350233925,245760.0,84.86,-1.7400000095367432
91.45,-1.5399999618530273,82.99,-2.1500000953674316,1020.0,0.00408328277990222,0.0351155586540699,2.6105711460113525,-0.006172900553792715,0.1646289974451065,0.4474392533302307,16.0,4096.0,265.44193597899994,262144.0,93.41,-1.5099999904632568
86.36,-0.9300000071525574,80.49,-2.200000047683716,1008.0,0.0047189160250127316,0.0416259765625,2.593759298324585,-0.007050424348562956,0.13874924182891846,0.4767497181892395,17.0,4352.0,281.731307,278528.0,82.95,-1.3200000524520874
93.87,-1.3200000524520874,77.5,-1.7799999713897705,1009.0,0.004875367507338524,0.047607421875,2.5864388942718506,-0.008176959119737148,0.14614444971084595,0.4924411177635193,18.0,4608.0,297.99653141499994,294912.0,86.7,-1.7400000095367432
82.49,-1.2999999523162842,83.48,-1.350000023841858,1009.0,0.004907794762402773,0.0472615547478199,2.5937373638153076,-0.008753395639359951,0.15211732685565948,0.5146257281303406,19.0,4864.0,314.264719001,311296.0,83.76,-1.75
82.28,-1.2000000476837158,79.09,-1.25,1013.0,0.004030048381537199,0.0381266288459301,2.6005523204803467,-0.008611643686890602,0.13926962018013,0.464321494102478,20.0,5120.0,330.460979148,327680.0,77.92,-0.7799999713897705
84.04,-0.9800000190734863,72.89,-0.6899999976158142,1009.0,0.005011419765651226,0.0540974922478199,2.5956945419311523,-0.01291282381862402,0.1232314184308052,0.5076877176761627,21.0,5376.0,346.73536932599995,344064.0,83.1,-1.1200000047683716
83.4,-1.0499999523162842,82.86,-1.3200000524520874,1011.0,0.0054547046311199665,0.0652058944106102,2.570218563079834,-0.011731012724339962,0.1482582539319992,0.47970515489578247,22.0,5632.0,362.977489385,360448.0,78.49,-0.8899999856948853
84.92,-0.36000001430511475,81.13,-0.8600000143051147,1000.0,0.005848041269928217,0.0705769881606102,2.562318801879883,-0.012241150252521038,0.12168421596288681,0.5204912722110748,23.0,5888.0,379.396839496,376832.0,80.43,-1.5199999809265137
79.81,-0.9900000095367432,79.56,-1.0700000524520874,1009.0,0.007293954025954008,0.0910237655043602,2.5672833919525146,-0.014223889447748661,0.11318591237068176,0.49425792694091797,24.0,6144.0,395.69200073799993,393216.0,79.53,-0.7799999713897705
82.76,-0.5699999928474426,78.91,-1.1799999475479126,1008.0,0.0075857569463551044,0.09637451171875,2.5567071437835693,-0.015257545746862888,0.11981544643640518,0.5685034990310669,25.0,6400.0,411.96552462399995,409600.0,79.66,-1.0800000429153442
83.61,-0.6600000262260437,78.95,-0.5899999737739563,1008.0,0.007088385988026857,0.0885009765625,2.5367977619171143,-0.014910220168530941,0.11267027258872986,0.5308624804019928,26.0,6656.0,428.26985423999986,425984.0,76.17,-1.0
