eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps,test_eplenmean,test_eprewmean
86.84,-2.0,84.06,-3.1600000858306885,823.0,0.0006097439327277243,0.0,2.7074406147003174,-0.0008402090170420706,0.5365104675292969,-0.009759783744812012,1.0,256.0,19.89565541899998,16384.0,82.63,-2.569999933242798
87.33,-3.109999895095825,81.14,-2.5399999618530273,1275.0,0.0006082691252231598,0.0,2.704800605773926,-0.000514363229740411,0.2312130331993103,0.004450976848602295,2.0,512.0,35.10215829200001,32768.0,86.04,-3.2899999618530273
84.35,-2.0799999237060547,81.17,-2.6700000762939453,1325.0,0.0010399959282949567,0.00046793618821538985,2.7000083923339844,-0.0009607067331671715,0.1735588163137436,0.032706618309020996,3.0,768.0,48.04675172100002,49152.0,82.13,-1.399999976158142
85.95,-2.319999933242798,81.4,-2.1500000953674316,1313.0,0.0017889613518491387,0.0028889973182231188,2.6878621578216553,-0.0009386545862071216,0.18092817068099976,0.07512921094894409,4.0,1024.0,61.056465650999996,65536.0,78.95,-2.180000066757202
80.73,-2.1600000858306885,81.24,-1.909999966621399,1319.0,0.0033606530632823706,0.01824951171875,2.6696484088897705,-0.0015734395710751414,0.1669817566871643,0.12575995922088623,5.0,1280.0,74.000158322,81920.0,81.82,-1.909999966621399
84.3,-2.240000009536743,86.57,-1.9900000095367432,1305.0,0.004289128351956606,0.0358072929084301,2.6459124088287354,-0.0032820149790495634,0.18206526339054108,0.20637738704681396,6.0,1536.0,87.09283932300002,98304.0,80.61,-2.0899999141693115
84.86,-1.7899999618530273,79.55,-2.140000104904175,1309.0,0.004781754221767187,0.03053792379796505,2.6521902084350586,-0.003189373528584838,0.15302851796150208,0.22290056943893433,7.0,1792.0,100.33245626999997,114688.0,75.98,-1.8700000047683716
84.0,-1.6699999570846558,84.23,-1.9600000381469727,1323.0,0.003520239144563675,0.02744547463953495,2.654100179672241,-0.002396706026047468,0.11321277171373367,0.3002147078514099,8.0,2048.0,113.30180605099997,131072.0,80.41,-1.2799999713897705
82.86,-1.7599999904632568,77.01,-1.8899999856948853,1304.0,0.0029057010542601347,0.02618408203125,2.6539902687072754,-0.0034083460923284292,0.13928399980068207,0.3280443549156189,9.0,2304.0,126.46797441600006,147456.0,79.51,-1.3700000047683716
80.67,-1.659999966621399,77.31,-1.590000033378601,1324.0,0.004978531505912542,0.03277587890625,2.642076253890991,-0.0047294143587350845,0.13226015865802765,0.3579392433166504,10.0,2560.0,139.377694216,163840.0,79.11,-1.4199999570846558
78.59,-1.0299999713897705,80.78,-1.9299999475479126,1307.0,0.003614528803154826,0.02907308004796505,2.640739679336548,-0.004123134072870016,0.10099027305841446,0.40643954277038574,11.0,2816.0,152.486165649,180224.0,78.74,-1.0
