eplenmean,eprewmean,eval_eplenmean,eval_eprewmean,fps,loss/approxkl,loss/clipfrac,loss/policy_entropy,loss/policy_loss,loss/value_loss,misc/explained_variance,misc/nupdates,misc/serial_timesteps,misc/time_elapsed,misc/total_timesteps,test_eplenmean,test_eprewmean
87.56,-2.240000009536743,79.71,-2.930000066757202,811.0,0.000478019705042243,0.0,2.707555055618286,-0.0006448464118875563,0.43359339237213135,-0.018033266067504883,1.0,256.0,20.20179065499906,16384.0,79.87,-2.5299999713897705
86.69,-1.7100000381469727,89.28,-2.559999942779541,1010.0,0.00026094281929545105,0.0,2.707383871078491,-0.0004264856979716569,0.18220184743404388,-0.0039463043212890625,2.0,512.0,36.5028410010018,32768.0,85.93,-2.2899999618530273
84.87,-1.9199999570846558,84.85,-1.909999966621399,1030.0,0.0010968920541927218,6.103515625e-05,2.704066514968872,-0.0006354018696583807,0.1849731057882309,0.011340856552124023,3.0,768.0,52.44447512899933,49152.0,81.63,-2.9200000762939453
85.63,-2.009999990463257,84.19,-2.630000114440918,1018.0,0.0013235524529591203,2.0345052689663135e-05,2.694350004196167,-0.0004504779353737831,0.165145143866539,0.016563594341278076,4.0,1024.0,68.57589835000181,65536.0,77.87,-2.0799999237060547
85.35,-1.399999976158142,80.44,-2.259999990463257,1022.0,0.0013787684729322791,0.001708984375,2.687501907348633,-0.00030512516968883574,0.16150961816310883,0.020758092403411865,5.0,1280.0,84.64137079600187,81920.0,86.05,-2.369999885559082
89.44,-1.8600000143051147,82.55,-2.2300000190734863,1018.0,0.001215100404806435,0.0017903646221384406,2.682605504989624,-0.0007320598815567791,0.1814427375793457,0.022426187992095947,6.0,1536.0,100.76189860900195,98304.0,83.48,-2.759999990463257
85.35,-2.819999933242798,84.72,-2.4200000762939453,1008.0,0.003018441842868924,0.01324462890625,2.661289930343628,-0.0014969687908887863,0.19734473526477814,0.0643775463104248,7.0,1792.0,117.03943646100015,114688.0,81.88,-1.9900000095367432
86.94,-1.590000033378601,81.43,-2.3299999237060547,1012.0,0.004403136670589447,0.0294189453125,2.6560170650482178,-0.0022625140845775604,0.16402068734169006,0.09406107664108276,8.0,2048.0,133.26305992000198,131072.0,85.77,-2.450000047683716
81.48,-1.690000057220459,83.5,-2.700000047683716,999.0,0.002223297255113721,0.012654622085392475,2.668210029602051,-0.0017807125113904476,0.13976097106933594,0.14727282524108887,9.0,2304.0,149.692640579,147456.0,81.65,-1.8300000429153442
85.08,-1.5499999523162842,84.89,-2.7100000381469727,1006.0,0.0025946618989109993,0.01239013671875,2.663213014602661,-0.0027330524753779173,0.14671705663204193,0.22654837369918823,10.0,2560.0,166.015689570002,163840.0,78.42,-1.899999976158142
80.96,-1.9299999475479126,81.68,-2.0899999141693115,1008.0,0.0038227345794439316,0.0377400703728199,2.6415293216705322,-0.004172670189291239,0.15600644052028656,0.25469356775283813,11.0,2816.0,182.29297590100032,180224.0,84.05,-1.7200000286102295
87.1,-2.2100000381469727,79.03,-1.899999976158142,1009.0,0.0046748504973948,0.0402628593146801,2.6509315967559814,-0.005060169380158186,0.15521590411663055,0.32755404710769653,12.0,3072.0,198.57113711800048,196608.0,79.8,-2.059999942779541
82.12,-2.0,76.37,-1.5700000524520874,1001.0,0.003195790573954582,0.02622477151453495,2.6566333770751953,-0.004230373073369265,0.12210038304328918,0.3206857442855835,13.0,3328.0,214.97712764500102,212992.0,80.39,-1.3200000524520874
78.04,-1.2200000286102295,80.47,-1.2100000381469727,999.0,0.00414024805650115,0.0351765938103199,2.6578900814056396,-0.0054131727665662766,0.11068836599588394,0.3523351550102234,14.0,3584.0,231.4072872800025,229376.0,79.49,-1.899999976158142
80.79,-1.9600000381469727,77.73,-1.850000023841858,1010.0,0.004026834852993488,0.0376790352165699,2.6460702419281006,-0.007024675142019987,0.11602186411619186,0.44552212953567505,15.0,3840.0,247.65358189100152,245760.0,74.96,-1.090000033378601
80.47,-1.090000033378601,77.86,-1.5,996.0,0.005685233045369387,0.06158447265625,2.637195587158203,-0.009507468901574612,0.10076776146888733,0.46740883588790894,16.0,4096.0,264.135241598,262144.0,76.58,-1.7599999904632568
78.7,-0.9300000071525574,77.32,-1.3600000143051147,997.0,0.004685681778937578,0.0495198555290699,2.6358444690704346,-0.009385007433593273,0.09745866060256958,0.40097540616989136,17.0,4352.0,280.60485301600056,278528.0,76.07,-1.149999976158142
78.86,-1.059999942779541,79.51,-1.3700000047683716,993.0,0.005782855674624443,0.0673421248793602,2.6107285022735596,-0.01093196775764227,0.1034620925784111,0.4491349458694458,18.0,4608.0,297.1410511239992,294912.0,80.72,-0.9800000190734863
85.76,-0.9100000262260437,76.67,-0.699999988079071,1012.0,0.005508973728865385,0.0635172501206398,2.6104631423950195,-0.009165985509753227,0.09652640670537949,0.4354439973831177,19.0,4864.0,313.35461839500203,311296.0,77.3,-1.3799999952316284
76.56,-0.7599999904632568,75.65,-0.800000011920929,999.0,0.005609210580587387,0.066650390625,2.604724407196045,-0.01066375058144331,0.08260773867368698,0.4620518684387207,20.0,5120.0,329.7819366820004,327680.0,73.05,-1.0399999618530273
82.01,-0.36000001430511475,81.38,-0.7799999713897705,1006.0,0.006179516669362783,0.0744222030043602,2.6048619747161865,-0.011274115182459354,0.0885908231139183,0.3722875118255615,21.0,5376.0,346.0959231369998,344064.0,76.79,-1.0499999523162842
80.08,-0.4000000059604645,77.31,-0.9599999785423279,1002.0,0.00817078910768032,0.1072591170668602,2.5867269039154053,-0.01263148058205843,0.08631965517997742,0.41219788789749146,22.0,5632.0,362.48907538099957,360448.0,76.6,-0.7900000214576721
87.17,-0.1899999976158142,77.66,-1.649999976158142,1012.0,0.0072576128877699375,0.09454345703125,2.591412305831909,-0.013968825340270996,0.09312828630208969,0.44088292121887207,23.0,5888.0,378.71244154099986,376832.0,79.57,-1.3200000524520874
84.41,-0.15000000596046448,79.22,-0.8999999761581421,988.0,0.007017329800873995,0.0874430313706398,2.5787642002105713,-0.014736647717654705,0.09174251556396484,0.45461010932922363,24.0,6144.0,395.3335052930015,393216.0,75.86,-0.7799999713897705
82.11,-0.5099999904632568,78.69,-1.0700000524520874,1009.0,0.006094720680266619,0.074462890625,2.5916783809661865,-0.014361904002726078,0.09908538311719894,0.4931184649467468,25.0,6400.0,411.6030985340003,409600.0,78.31,-0.9599999785423279
87.69,0.07000000029802322,80.57,-1.0199999809265137,999.0,0.007093287538737059,0.0912882462143898,2.5831902027130127,-0.016617445275187492,0.09615037590265274,0.5249186158180237,26.0,6656.0,428.02614688200265,425984.0,79.49,-1.2599999904632568
86.79,-0.019999999552965164,80.23,-1.2400000095367432,1013.0,0.008713717572391033,0.1167195662856102,2.5656840801239014,-0.01730147749185562,0.10296580940485,0.4034346342086792,27.0,6912.0,444.2220034509992,442368.0,81.38,-1.100000023841858
86.08,-0.18000000715255737,80.57,-1.0399999618530273,1003.0,0.01011656690388918,0.1385091096162796,2.5482962131500244,-0.017113108187913895,0.12238525599241257,0.43851470947265625,28.0,7168.0,460.5949617139995,458752.0,79.69,-0.8299999833106995
